locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
934622,May Catering,Truck,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,34,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.71644300214742, -122.38993787932108)",58
1334529,Natan's Catering,Truck,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,4101031,4101,31,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.75930376638337, -122.39590223123567)",28856
1163796,"SOHOMEI, LLC",Truck,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,5216029,5216,29,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.74569302612038, -122.39071458482128)",58
1337457,Liang Bai Ping,Truck,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,44,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(0.0, 0.0)",
773095,Athena SF Gyro,Push Cart,MARKET ST: 11TH ST intersection,10 SOUTH VAN NESS AVE,3506004,3506,4,15MFF-0145,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,"(37.77425926306004, -122.41948598839828)",28853
1334523,Natan's Catering,Truck,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.764741322674965, -122.38712481217911)",310
934602,May Catering,Truck,HARRISON ST: MARIPOSA ST to 18TH ST (2150 - 2198),2150 HARRISON ST,3573025,3573,25,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(0.0, 0.0)",
1163784,"SOHOMEI, LLC",Truck,VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,3588006,3588,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.760957168278544, -122.42182419935827)",28859
1334514,Natan's Catering,Truck,BURKE AVE: END to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.74475219161639, -122.38567924872147)",58
1337620,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,STOCKTON ST: OFARRELL ST to GEARY ST (100 - 199),101 STOCKTON ST,314002,314,2,19MFF-00083,EXPIRED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,"(37.786856111883054, -122.40689189299718)",28852
1336747,Park's Catering,Truck,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,3450 03RD ST,5211029,5211,29,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74572922168844, -122.38779765083679)",58
1199051,Munch India,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,18MFF-0088,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,"(37.79330427556103, -122.4014589984134)",28854
1336027,Paradise Catering,Truck,FOLSOM ST: SHERMAN ST to MOSS ST (1061 - 1078),1069 FOLSOM ST,3754040,3754,40,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77704787514934, -122.4070350934507)",28853
1301435,San Francisco's Hometown Creamery,Truck,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,18MFF-0113,EXPIRED,Ice cream & Waffle cones,"(37.79183426305553, -122.40127961659626)",28854
934589,May Catering,Truck,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,3573046,3573,46,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.76281495322895, -122.41321151367339)",28859
1141511,Khalid M Malik,Push Cart,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,,,,18MFF-0018,REQUESTED,chicken sandwich: chicken gyro: chicken biryani,"(0.0, 0.0)",
1334522,Natan's Catering,Truck,,Assessors Block 8722/Lot001,8722001,8722,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.76799554568555, -122.38754942654721)",310
934303,Yummy Hot Dogs,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,3704240,3704,240,17MFF-0063,SUSPEND,Hot dogs: pretzels: chips: juices and cold drinks,"(37.78283416369839, -122.408837940446)",28853
1336684,Mike's Catering,Truck,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,4228080,4228,80,19MFF-00054,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,"(37.753679978967476, -122.39041453229369)",28856
934596,May Catering,Truck,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,4018005,4018,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.762476819591, -122.41181900367852)",28859
1337448,Liang Bai Ping,Truck,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,4882026,4882,26,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72325986632415, -122.39117288596881)",58
934302,Yummy Hot Dogs,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,342001,342,1,17MFF-0063,SUSPEND,Hot dogs: pretzels: chips: juices and cold drinks,"(37.78317542073363, -122.40956831554729)",28852
934551,"Casey's Pizza, LLC",Truck,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,817032,817,32,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,"(37.77604870809225, -122.42393921117214)",28852
963982,Singh Brothers Ice Cream,Truck,KEY AVE: JENNINGS ST to 03RD ST (1000 - 1068),1060 KEY AVE,4994002,4994,2,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.71920021771331, -122.39597673109593)",58
1337431,Liang Bai Ping,Truck,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,4793017,4793,17,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.725945558046504, -122.38228115325305)",58
1334525,Natan's Catering,Truck,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.76537066931712, -122.40390784821223)",28853
1219753,"Kabob Trolley, LLC",Truck,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1133 MISSION ST,3727096,3727,96,18MFF-0106,REQUESTED,Halal Gyro and Cheesesteaks,"(37.77833025576586, -122.41151586526772)",28853
1359707,Union Square Business Improvement District,Truck,MAIDEN LN: GRANT AVE to STOCKTON ST (100 - 199),Assessors Block /Lot,,,,19MFF-00125,REQUESTED,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's,"(0.0, 0.0)",
1337353,Tacos Rodriguez,Truck,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,19MFF-00077,EXPIRED,Tacos: burritos: quesadillas: soda & water,"(37.790485146128, -122.40094044068951)",28854
1339625,El Calamar Perubian Food Truck,Truck,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,19,19MFF-00099,EXPIRED,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.,"(37.788457028828915, -122.3998841605663)",28855
1367765,Authentic India,Push Cart,MARKET ST: 09TH ST \ LARKIN ST to 10TH ST \ FELL ST \ POLK ST (1301 - 1399) -- SOUTH --,1355 MARKET ST,3508001,3508,1,19MFF-00093,EXPIRED,Indian Street Food,"(37.776736212750116, -122.41639493007732)",28853
963996,Singh Brothers Ice Cream,Truck,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,27,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.73935716086751, -122.39152281175875)",58
1336745,Park's Catering,Truck,PHELPS ST: FAIRFAX AVE to SAM JORDANS WAY (500 - 599),525 PHELPS ST,5242015,5242,15,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74176064966551, -122.3890979701946)",58
837171,Chilifruit,Push Cart,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,,,,16MFF-0135,REQUESTED,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,"(0.0, 0.0)",
1344202,"Bay Area Dots, LLC",Push Cart,BEACH ST: HYDE ST to LARKIN ST (700 - 799),900 BEACH ST,405007,405,7,19MFF-00116,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.80774328844553, -122.42414994486982)",28858
1037695,Munch A Bunch,Truck,TURK ST: WEBSTER ST to FILLMORE ST (1300 - 1399),1345 TURK ST,756001,756,1,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(0.0, 0.0)",
1344172,"Expresso Subito, LLC.",Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,236019,236,19,19MFF-00114,EXPIRED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,"(37.793673381504675, -122.39846350948633)",28860
1377261,Cochinita,Truck,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,55,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.779051111573146, -122.39830388133372)",28856
1336020,Paradise Catering,Truck,CLAY ST: MONTGOMERY ST to KEARNY ST (600 - 699),634 CLAY ST,208008,208,8,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.794793001017815, -122.40386388586509)",28860
934593,May Catering,Truck,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,3810007,3810,7,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(0.0, 0.0)",
1242091,Quick Grub,Push Cart,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,290011,290,11,18MFF-0112,EXPIRED,Pre-packaged cold food and soft drinks,"(37.79092150726921, -122.4001004237385)",28854
839523,Halal Cart of San Francisco,Push Cart,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,266009,266,9,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,"(37.791757205944414, -122.39889763689186)",28860
1334509,Natan's Catering,Truck,,1650 03RD ST,8711007,8711,7,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.769124412168054, -122.39147491124585)",310
931093,Swell Cream & Coffee,Truck,TARAVAL ST: 36TH AVE to SUNSET BLVD (2600 - 2649),2401 36TH AVE,2389001,2389,1,17MFF-0002,REQUESTED,Ice cream: coffee: pastries,"(37.7412902847707, -122.49437792043544)",29491
934619,May Catering,Truck,EXECUTIVE PARK BLVD: CANDLESTICK COVE WAY to SANDPIPER COVE WAY \ THOMAS MELLON DR (138 - 198),150 EXECUTIVE PARK BLVD,4991086,4991,86,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.71083793114095, -122.39354336301274)",309
839524,Halal Cart of San Francisco,Push Cart,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,3708057,3708,57,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,"(37.78988987820978, -122.39993041135052)",28855
1042438,Ruru Juice LLC,Truck,SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99),80 SUTTER ST,289005,289,5,17MFF-0198,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,"(37.79034624734142, -122.4018501909886)",28854
1377260,Cochinita,Truck,BEALE ST: BRYANT ST \ DELANCEY ST to END (500 - 599),501 BEALE ST,3771004,3771,4,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.78623677446536, -122.38906620560476)",28856
1475231,Buenafe,Truck,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5228001,5228,1,20MFF-00001,APPROVED,Tacos: Burritos: Quesadillas: Tortas,"(37.74574924062031, -122.3924814876784)",58
1337050,Roadside Rotisserie Corporation / Country Grill,Truck,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),333 BRANNAN ST,3788042,3788,42,19MFF-00063,EXPIRED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,"(37.780918000993, -122.39241698313292)",28856
1336683,Mike's Catering,Truck,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940001,3940,1,19MFF-00054,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,"(0.0, 0.0)",
1336021,Paradise Catering,Truck,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,3736124,3736,124,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.78715774417398, -122.39544760515228)",28855
934623,May Catering,Truck,ULLOA ST: WOODSIDE AVE to SYDNEY WAY (1 - 56),2 ULLOA ST,2914001,2914,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74563668388077, -122.45423318865744)",59
1297766,Tacos Lol-Tun,Truck,ARMSTRONG AVE: KEITH ST to 03RD ST (1600 - 1699),1610 ARMSTRONG AVE,5419014,5419,14,18MFF-0101,EXPIRED,Tortas: burritos: tacos: ensaladas: sodas,"(37.726594363386816, -122.39235562563125)",58
1334501,Natan's Catering,Truck,,Assessors Block 5216/Lot030,5216030,5216,30,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.74540642941645, -122.39008122484672)",58
1163785,"SOHOMEI, LLC",Truck,EDDY ST: STEINER ST to PIERCE ST (1600 - 1699),1652 EDDY ST,0730 044,730,44,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.78159674576022, -122.43485778844028)",29490
1037694,Munch A Bunch,Truck,WEBSTER ST: CLAY ST to WASHINGTON ST (2200 - 2299),2200 WEBSTER ST,613003,613,3,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(0.0, 0.0)",
1332944,Mini Mobile Food Catering,Truck,HARRISON ST: BEALE ST to FREMONT ST \ I-80 W OFF RAMP (300 - 399),355 FREMONT ST,3747 320,3747,320,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.78732241931987, -122.39222370638346)",28855
934573,May Catering,Truck,TOLAND ST: KIRKWOOD AVE to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,11,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74344004200515, -122.39993256957725)",58
1337429,Liang Bai Ping,Truck,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1160 REVERE AVE,4763050,4763,50,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.727234007495866, -122.38181551187014)",58
1337441,Liang Bai Ping,Truck,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,4846013,4846,13,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72387884083248, -122.3870108787852)",58
1336741,Quan Catering,Truck,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.744178447375724, -122.38671592975922)",58
1336680,Mike's Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2200 CESAR CHAVEZ ST,4327A007,4327A,7,19MFF-00054,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,"(37.750048825970445, -122.39967205970898)",28856
1337435,Liang Bai Ping,Truck,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72711043338281, -122.3882612881442)",58
963985,Singh Brothers Ice Cream,Truck,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,4849006,4849,6,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.725450702172296, -122.39199164141809)",58
1336023,Paradise Catering,Truck,09TH ST: BRYANT ST \ HWY 101 N OFF RAMP to BRANNAN ST (500 - 599),555 09TH ST,3781003,3781,3,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77102779661401, -122.40731420131276)",28853
1336030,Paradise Catering,Truck,FRANKLIN ST: FULTON ST to MCALLISTER ST (466 - 599),301 VAN NESS AVE,0786A001,0786A,1,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77905544246837, -122.42093519603611)",28852
934576,May Catering,Truck,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.75924591902612, -122.38791737699125)",28856
1184864,Subs on Hubs,Truck,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,3781008,3781,8,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,"(37.7711790005481, -122.40657367342877)",28853
1332935,Mini Mobile Food Catering,Truck,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,3737012,3737,12,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.7879000978181, -122.39459403620495)",28855
946047,The Huge Hotdog Concession,Truck,POLK ST: BUSH ST to AUSTIN ST \ FRANK NORRIS ST (1300 - 1329),1300 POLK ST,0668004A,668,004A,17MFF-0139,EXPIRED,Hotdogs: chips: soda: nuts: crackers,"(37.788877117266644, -122.42009102003807)",28858
1334495,Natan's Catering,Truck,,Assessors Block 7295/Lot022,7295022,7295,22,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.730003683189196, -122.4781863254146)",64
934609,May Catering,Truck,MISSION CREEK: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,8711023,8711,23,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.77407484105827, -122.39066845814578)",310
1336042,Paradise Catering,Truck,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1131 MISSION ST,3727094,3727,94,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77838535864771, -122.41138253949967)",28853
1332943,Mini Mobile Food Catering,Truck,FREMONT ST: FOLSOM ST to HARRISON ST \ I-80 W OFF RAMP (300 - 399),350 FREMONT ST,3748007,3748,7,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.787076530384326, -122.39298262422754)",28855
1377257,Cochinita,Truck,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,3787028,3787,28,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.77775521656862, -122.394807823179)",28856
1334953,DO UC US Mobile Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,4339008,4339,8,19MFF-00050,EXPIRED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,"(37.74837582577795, -122.40320062649582)",58
1181514,John's Catering #5,Truck,HOWARD ST: BEALE ST to FREMONT ST (300 - 399),300 HOWARD ST,3719009,3719,9,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.78956931389663, -122.39512939052092)",28855
934608,May Catering,Truck,MISSION CREEK: END to END (0 - 0),Assessors Block 3810/Lot008,3810008,3810,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.77203911352496, -122.39597463158631)",310
1090091,Tacos El Primo,Truck,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,4831003,4831,3,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,"(37.72593049503994, -122.38921555942115)",58
963997,Singh Brothers Ice Cream,Truck,NIBBI CT: GILLETTE AVE to END (1 - 99),35 NIBBI CT,5079004,5079,4,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.710451691867526, -122.39614907899559)",309
1334512,Natan's Catering,Truck,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.73314239514255, -122.41456863241858)",28859
1037693,Munch A Bunch,Truck,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,3922A001A,3922A,001A,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(37.76773409267081, -122.41015260194199)",28853
1337456,Liang Bai Ping,Truck,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,3746002,3746,2,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.78814528329282, -122.39118192026297)",28855
934618,May Catering,Truck,MISSION ST: BEALE ST to FREMONT ST (300 - 399),350 MISSION ST,3710017,3710,17,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.79088546350185, -122.39668587581058)",28855
